"month","year","month_number","start_date","end_date","bank_name","no_atms_on_site","no_atms_off_site","no_pos_on_line","no_pos_off_line","no_credit_cards","no_credit_card_atm_txn","no_credit_card_pos_txn","no_credit_card_atm_txn_value_in_mn","no_credit_card_pos_txn_value_in_mn","no_debit_cards","no_debit_card_atm_txn","no_debit_card_pos_txn","no_debit_card_atm_txn_value_in_mn","no_debit_card_pos_txn_value_in_mn"
"May","2016",5,2016-05-01,2016-05-31,"BANK OF MAHARASHTRA",1289,575,0,0,0,0,0,0,0,5768519,5985494,452709,21492.8,825.656
"May","2016",5,2016-05-01,2016-05-31,"CANARA BANK",5292,4226,4840,0,199258,38724,308534,188.817,776.379,31986260,19163187,3223838,77792.4,3986.19
"May","2016",5,2016-05-01,2016-05-31,"CENTRAL BANK OF INDIA",3500,1795,1300,0,109190,4528,135347,21.2995,311.279,19970459,9899406,1111179,38527.5,1503.02
"May","2016",5,2016-05-01,2016-05-31,"CORPORATION BANK",2219,842,96654,0,80077,2247,100448,10.949,249.435,9870418,6375696,1326504,24828.5,1678.67
"May","2016",5,2016-05-01,2016-05-31,"DENA BANK",1272,199,0,0,0,0,0,0,0,6040155,2528622,318307,9470.52,316.774
"May","2016",5,2016-05-01,2016-05-31,"INDIAN BANK",2245,689,758,0,74584,4124,121367,16.6,260.6,15061162,19798182,1927968,41418.5,2059.8
"May","2016",5,2016-05-01,2016-05-31,"INDIAN OVERSEAS BANK",2729,986,3209,0,41961,1296,32341,5.34761,81.5137,14123652,15420915,633297,30872.6,1458.46
"May","2016",5,2016-05-01,2016-05-31,"ORIENTAL BANK OF COMMERCE",2254,325,2586,0,0,0,0,0,0,9065955,5129691,350842,20705.7,647.337
"May","2016",5,2016-05-01,2016-05-31,"PUNJAB AND SIND BANK",1087,261,0,0,0,0,0,0,0,2304360,1135103,85941,3431.9,125.905
"May","2016",5,2016-05-01,2016-05-31,"PUNJAB NATIONAL BANK",5136,4453,20360,0,197895,7377,237983,30.0599,477.358,45117050,23894284,4242464,104661,4270.09
"May","2016",5,2016-05-01,2016-05-31,"SYNDICATE BANK",3371,375,2168,0,69957,2680,85505,11.2242,170.977,12051214,10466679,648722,29496.9,903.813
"May","2016",5,2016-05-01,2016-05-31,"UCO BANK",2051,559,0,0,0,0,0,0,0,8751587,5130407,918115,19235.4,938.6
"May","2016",5,2016-05-01,2016-05-31,"UNION BANK OF INDIA",4367,2528,28605,0,143756,2545,107127,11.9746,513.933,17022470,17132538,983227,54033.6,1348.61
"May","2016",5,2016-05-01,2016-05-31,"UNITED BANK OF INDIA",917,1130,0,0,0,0,0,0,0,7727857,4835677,489744,18714.1,558.534
"May","2016",5,2016-05-01,2016-05-31,"VIJAYA BANK",1399,272,1317,0,45541,8822,95565,47.7349,294.393,5090781,4467610,455715,14177,822.942
"May","2016",5,2016-05-01,2016-05-31,"IDBI LTD",1723,1617,16943,0,7802,202,23210,1.1,53.5,9366409,8807521,2039836,37777.5,2370
"May","2016",5,2016-05-01,2016-05-31,"STATE BANK OF BIKANER AND JAIPUR",1178,782,2734,0,0,0,0,0,0,12158950,10581435,1098068,29536,682.305
"May","2016",5,2016-05-01,2016-05-31,"STATE BANK OF HYDERABAD",1812,568,5737,0,0,0,0,0,0,15906785,20035493,1771163,49274.1,1911.9
"May","2016",5,2016-05-01,2016-05-31,"STATE BANK OF INDIA",20285,29495,312024,0,3721651,87382,11111412,385.395,29574,193461984,307780252,44189363,660952,34014.9
"May","2016",5,2016-05-01,2016-05-31,"STATE BANK OF MYSORE",1093,329,4966,0,0,0,0,0,0,6405141,7518028,543690,14916.9,883.801
"May","2016",5,2016-05-01,2016-05-31,"STATE BANK OF PATIALA",1169,342,5277,0,0,0,0,0,0,7230720,5412399,628539,15271.2,571.394
"May","2016",5,2016-05-01,2016-05-31,"STATE BANK OF TRAVANCORE",1137,579,3528,0,0,0,0,0,0,11609280,15403369,1292787,44933.2,1752.79
"May","2016",5,2016-05-01,2016-05-31,"AXIS BANK LTD",2976,9863,267134,0,2551593,60762,5911518,163.341,22275,16011654,25732769,8786775,117276,12813.7
"May","2016",5,2016-05-01,2016-05-31,"BANDHAN BANK",228,0,0,0,0,0,0,0,0,7695671,5669389,61789,7021.44,70.3995
"May","2016",5,2016-05-01,2016-05-31,"CATHOLIC SYRIAN BANK LTD",188,58,0,0,0,0,0,0,0,794046,388832,27907,1214.68,79.0311
"May","2016",5,2016-05-01,2016-05-31,"CITY UNION BANK",665,661,3526,0,68,2,275,0.0035,0.475774,1527057,1873871,480760,7814.56,510.225
"May","2016",5,2016-05-01,2016-05-31,"DEVELOPMENT CREDIT BANK",153,281,752,0,5085,815,9661,4.10938,20.4212,330805,532279,127567,2137.29,267.264
"May","2016",5,2016-05-01,2016-05-31,"DHANALAKSHMI BANK LTD",189,189,704,0,6877,47,13478,0.243527,30.8209,637355,446449,51243,1825.56,116.945
"May","2016",5,2016-05-01,2016-05-31,"FEDERAL BANK LTD",1064,465,9085,0,0,0,0,0,0,4904566,4778114,1043741,23173.6,1538.18
"May","2016",5,2016-05-01,2016-05-31,"HDFC BANK LTD",5621,6433,280282,0,7524961,184697,24632657,1035.83,73114.3,23575677,35954264,18207597,174258,25468.9
"May","2016",5,2016-05-01,2016-05-31,"ICICI BANK LTD",4753,9242,200484,0,3757606,29426,10948476,129.156,27380.2,33343798,35845747,17761704,173019,25475.5
"May","2016",5,2016-05-01,2016-05-31,"IDFC BANK LTD",14,0,0,0,0,0,0,0,0,25812,31976,11933,98.5,17.4
"May","2016",5,2016-05-01,2016-05-31,"INDUSIND BANK LTD",772,1100,1201,0,462386,8679,1133936,46.3269,7094.23,2672917,2063535,724317,8655.58,962.847
"May","2016",5,2016-05-01,2016-05-31,"JAMMU AND KASHMIR BANK",604,417,5626,0,47188,5637,97678,17.4128,276.405,3294166,4682993,69532,20747.7,222.502
"May","2016",5,2016-05-01,2016-05-31,"KARNATAKA BANK LTD",512,778,3189,0,0,0,0,0,0,3154312,3378790,553439,12750.6,736.6
"May","2016",5,2016-05-01,2016-05-31,"KARUR VYSYA BANK LTD",737,931,10302,0,0,0,0,0,0,3921179,4928293,849361,21770,966.7
"May","2016",5,2016-05-01,2016-05-31,"KOTAK MAHINDRA BANK LTD",919,1108,0,0,764595,14750,1651527,64.3719,4868.44,3691709,5418487,2213406,20991.6,3156.35
"May","2016",5,2016-05-01,2016-05-31,"RATNAKAR BANK LIMITED",147,223,1899,0,164000,4251,422703,27.8781,2006.88,464975,315058,91403,1200.78,126.693
"May","2016",5,2016-05-01,2016-05-31,"SOUTH INDIAN BANK",767,521,3551,0,0,0,0,0,0,3203181,2474337,480685,9613.6,760.6
"May","2016",5,2016-05-01,2016-05-31,"TAMILNAD MERCANTILE BANK LTD",421,599,2005,0,7576,0,10722,0,29.2399,948003,3308278,70442,13418,198.872
"May","2016",5,2016-05-01,2016-05-31,"THE LAXMI VILAS BANK LTD",329,587,2845,0,0,0,0,0,0,1026273,716649,54835,2672.3,126.404
"May","2016",5,2016-05-01,2016-05-31,"YES BANK LTD",617,1048,17834,0,0,0,0,0,0,1171826,2724333,746088,9000.87,1056.6
"May","2016",5,2016-05-01,2016-05-31,"AMERICAN EXPRESS",0,0,14984,0,859436,4293,4022075,28.3798,32539.4,0,0,0,0,0
"May","2016",5,2016-05-01,2016-05-31,"BANK OF AMERICA",0,0,0,0,6596,97,22829,0.653176,145.259,0,0,0,0,0
"May","2016",5,2016-05-01,2016-05-31,"BARCLAYS BANK PLC",0,0,0,0,0,0,0,0,0,3447,309,177,1.7,1
"May","2016",5,2016-05-01,2016-05-31,"CITI BANK",59,499,24206,0,2403465,57701,12350358,338.724,34048.2,1570106,3009420,2972269,11493.4,6002.75
"May","2016",5,2016-05-01,2016-05-31,"DBS BANK",5,25,0,0,0,0,0,0,0,81544,18753,29750,82.6945,56.3705
"May","2016",5,2016-05-01,2016-05-31,"DEUTSCHE BANK LTD",13,17,0,0,0,0,0,0,0,99688,177613,120328,840.639,236.329
"May","2016",5,2016-05-01,2016-05-31,"FIRSTRAND BANK",1,7,0,0,0,0,0,0,0,48945,23867,2401,126.336,7.34464
"May","2016",5,2016-05-01,2016-05-31,"HONGKONG AND SHANGHAI BKG CORPN",68,59,13954,0,472894,4586,1110296,33.1469,3501.78,442739,440369,417406,2107.72,822.572
"May","2016",5,2016-05-01,2016-05-31,"ROYAL BANK OF SCOTLAND N V",12,38,0,0,0,0,0,0,0,110264,181327,74238,789.283,139.518
"May","2016",5,2016-05-01,2016-05-31,"STANDARD CHARTERED BANK LTD",103,138,0,0,1011490,4978,3160531,22.191,8006.28,745094,1693819,1131710,5744.73,1697.9
"June","2016",6,2016-06-01,2016-06-30,"ALLAHABAD BANK",807,412,10,0,0,0,0,0,0,9234711,5464572,481996,15929.9,619.717
"June","2016",6,2016-06-01,2016-06-30,"AMERICAN EXPRESS",0,0,15344,0,863807,4040,4163185,26.4273,31901.5,0,0,0,0,0
"June","2016",6,2016-06-01,2016-06-30,"ANDHRA BANK",2918,793,2504,0,152170,14607,238886,68.3,565.7,19205304,15136359,1283906,48207.3,1261.5
"June","2016",6,2016-06-01,2016-06-30,"AXIS BANK LTD",2986,9885,268122,0,2605439,92493,5726381,250.903,21619.1,16253526,24894689,8606615,121834,12538.8
"June","2016",6,2016-06-01,2016-06-30,"BANDHAN BANK",237,0,0,0,0,0,0,0,0,8015694,2796550,183364,3940.7,138.4
"June","2016",6,2016-06-01,2016-06-30,"BANK OF AMERICA",0,0,0,0,6724,93,23838,0.592126,146.275,0,0,0,0,0
"June","2016",6,2016-06-01,2016-06-30,"BANK OF BARODA",6270,4084,33749,0,118192,7039,235036,25.9388,534.896,34852092,16459102,3208859,68893.3,2973.95
"June","2016",6,2016-06-01,2016-06-30,"BANK OF INDIA",3436,4371,5248,386,143950,19105,145992,110.045,378.044,37620310,26337561,3053639,59628.3,3126.53
"June","2016",6,2016-06-01,2016-06-30,"BANK OF MAHARASHTRA",1286,580,0,0,0,0,0,0,0,5818157,5939311,467285,21693.1,815.945
"June","2016",6,2016-06-01,2016-06-30,"BARCLAYS BANK PLC",0,0,0,0,0,0,0,0,0,3448,361,184,1.99594,0.875653
"June","2016",6,2016-06-01,2016-06-30,"CANARA BANK",5297,4360,4918,0,199487,35855,269459,174.416,662.414,32928740,18339680,3102993,74962.1,3742.77
"June","2016",6,2016-06-01,2016-06-30,"CATHOLIC SYRIAN BANK LTD",188,58,0,0,0,0,0,0,0,801431,390395,26239,1263.38,69.1576
"June","2016",6,2016-06-01,2016-06-30,"CENTRAL BANK OF INDIA",3506,1790,1312,0,108580,4485,131802,22.2213,288.348,20269297,10032336,1119950,39136.1,1419.66
"June","2016",6,2016-06-01,2016-06-30,"CITI BANK",58,500,24261,0,2401962,53664,11757107,322.884,31578.6,1579368,2907629,2936283,11108,5790.12
"June","2016",6,2016-06-01,2016-06-30,"CITY UNION BANK",662,666,3685,0,361,69,1009,0.1683,1.52331,1538199,1873674,427597,8095.54,488.793
"June","2016",6,2016-06-01,2016-06-30,"CORPORATION BANK",2229,845,98706,0,81235,2110,98750,10.5804,242.888,9870418,5968022,1303038,23267.8,1597.48
"June","2016",6,2016-06-01,2016-06-30,"DBS BANK",5,25,0,0,0,0,0,0,0,112043,26372,36950,101.949,65.6941
"June","2016",6,2016-06-01,2016-06-30,"DENA BANK",1272,199,0,0,0,0,0,0,0,6117195,2736954,333231,10254.6,321.389
"June","2016",6,2016-06-01,2016-06-30,"DEUTSCHE BANK LTD",13,18,0,0,0,0,0,0,0,101397,167570,116858,787.367,231.178
"June","2016",6,2016-06-01,2016-06-30,"DEVELOPMENT CREDIT BANK",159,283,764,0,5134,835,9269,4.24967,18.8634,336455,523572,124511,1858.21,183.264
"June","2016",6,2016-06-01,2016-06-30,"DHANALAKSHMI BANK LTD",190,184,709,0,6899,41,12534,0.195164,29.6936,613008,430545,48810,1756.26,114.003
"June","2016",6,2016-06-01,2016-06-30,"FEDERAL BANK LTD",1084,469,9000,0,0,0,0,0,0,4966226,4665918,1025773,22861.6,1457.98
"June","2016",6,2016-06-01,2016-06-30,"FIRSTRAND BANK",1,7,0,0,0,0,0,0,0,53435,22999,2401,125.814,5.72864
"June","2016",6,2016-06-01,2016-06-30,"HDFC BANK LTD",5622,6391,283554,0,7678526,176272,24054854,1016.37,70179.5,23863716,36471168,18239197,178193,25066.4
"June","2016",6,2016-06-01,2016-06-30,"HONGKONG AND SHANGHAI BKG CORPN",68,51,14245,0,474722,4261,1066177,31.1617,3315.23,441979,411514,386459,1960.24,749.351
"June","2016",6,2016-06-01,2016-06-30,"ICICI BANK LTD",4799,9274,201439,0,3812380,27062,10355434,110.492,25635.9,33577770,35064433,17646021,170449,25028.8
"June","2016",6,2016-06-01,2016-06-30,"IDBI LTD",1740,1620,17465,0,9360,266,28272,1.3,62.6,9478260,8773365,2091980,37292.1,2469.9
"June","2016",6,2016-06-01,2016-06-30,"IDFC BANK LTD",14,0,0,0,0,0,0,0,0,32904,43704,15718,149.7,24.6
"June","2016",6,2016-06-01,2016-06-30,"INDIAN BANK",2263,695,841,0,75401,3981,114763,15.6,243.5,15262620,20060713,1848912,42025.6,1910.3
"June","2016",6,2016-06-01,2016-06-30,"INDIAN OVERSEAS BANK",2737,979,3483,0,42145,1315,30530,5.10832,73.6259,14302658,18641764,643113,37105.6,1386.16
"June","2016",6,2016-06-01,2016-06-30,"INDUSIND BANK LTD",782,1103,1304,0,469792,8807,1126700,47.5122,7288.57,2752002,2070281,721911,8790.13,977.59
"June","2016",6,2016-06-01,2016-06-30,"JAMMU AND KASHMIR BANK",606,424,5710,0,47916,5342,93148,17.0414,277.752,3319944,4532833,63463,20084.9,192.598
"June","2016",6,2016-06-01,2016-06-30,"KARNATAKA BANK LTD",518,780,3257,0,0,0,0,0,0,3183595,3326714,565282,12459.8,707.6
"June","2016",6,2016-06-01,2016-06-30,"KARUR VYSYA BANK LTD",741,932,10428,0,0,0,0,0,0,3959023,4916948,816984,21911.7,902.6
"June","2016",6,2016-06-01,2016-06-30,"KOTAK MAHINDRA BANK LTD",924,1110,0,0,799792,14799,1681119,67.3088,4861.18,3787688,5267147,2241543,20572.2,3181.21
"June","2016",6,2016-06-01,2016-06-30,"ORIENTAL BANK OF COMMERCE",2260,325,2655,0,0,0,0,0,0,8915419,5095796,310653,20580.5,550.59
"June","2016",6,2016-06-01,2016-06-30,"PUNJAB AND SIND BANK",1092,259,0,0,0,0,0,0,0,2334912,1114635,92095,3363.35,138.46
"June","2016",6,2016-06-01,2016-06-30,"PUNJAB NATIONAL BANK",5151,4518,22071,0,199346,6947,225931,29.14,452.28,45801749,23713152,4379595,104482,4625.63
"June","2016",6,2016-06-01,2016-06-30,"RATNAKAR BANK LIMITED",147,223,2549,0,172581,4026,438844,25.4852,1948.97,473913,324870,92733,1202.81,126.237
"June","2016",6,2016-06-01,2016-06-30,"ROYAL BANK OF SCOTLAND N V",12,28,0,0,0,0,0,0,0,102316,164897,68412,736.136,127.278
"June","2016",6,2016-06-01,2016-06-30,"SOUTH INDIAN BANK",767,524,3635,0,0,0,0,0,0,3232604,2438944,479119,9488.9,730.6
"June","2016",6,2016-06-01,2016-06-30,"STANDARD CHARTERED BANK LTD",103,137,0,0,1011490,5139,3067494,24.5263,7663.87,756197,1810818,1115810,6368.82,1629.88
"June","2016",6,2016-06-01,2016-06-30,"STATE BANK OF BIKANER AND JAIPUR",1185,784,2833,0,0,0,0,0,0,12437213,10489203,777938,27894.7,707.837
"June","2016",6,2016-06-01,2016-06-30,"STATE BANK OF HYDERABAD",1811,569,6035,0,0,0,0,0,0,16045354,20082018,1477729,48914.3,1985.05
"June","2016",6,2016-06-01,2016-06-30,"STATE BANK OF INDIA",20317,29504,312024,0,3789086,84408,10916154,376.989,28605.5,196766988,306314844,29679487,664653,35813.5
"June","2016",6,2016-06-01,2016-06-30,"STATE BANK OF MYSORE",1094,328,4970,0,0,0,0,0,0,6472961,7341638,552074,13431.9,852.797
"June","2016",6,2016-06-01,2016-06-30,"STATE BANK OF PATIALA",1173,342,5404,0,0,0,0,0,0,7290866,5360837,532493,14604.8,623.694
"June","2016",6,2016-06-01,2016-06-30,"STATE BANK OF TRAVANCORE",1147,595,3591,0,0,0,0,0,0,11613415,15384923,1047890,43124.5,1603.36
"June","2016",6,2016-06-01,2016-06-30,"SYNDICATE BANK",3377,376,2240,0,69939,2607,85493,10.6392,171.601,12144314,9659237,618056,27188,858.946
"June","2016",6,2016-06-01,2016-06-30,"TAMILNAD MERCANTILE BANK LTD",424,603,2035,0,7649,0,10251,0,28.0072,960017,3301486,67311,13443.3,170.411
"June","2016",6,2016-06-01,2016-06-30,"THE LAXMI VILAS BANK LTD",330,593,2853,0,0,0,0,0,0,1048162,718098,53435,2681.3,110.447
"June","2016",6,2016-06-01,2016-06-30,"UCO BANK",2067,563,0,0,0,0,0,0,0,8894477,5115884,950336,19236.2,972
"June","2016",6,2016-06-01,2016-06-30,"UNION BANK OF INDIA",2519,4374,29091,0,142656,2410,105946,11.8071,491.747,17229397,17004388,1008184,54194.3,1367.58
"June","2016",6,2016-06-01,2016-06-30,"UNITED BANK OF INDIA",920,1128,0,0,0,0,0,0,0,7966223,4953323,498183,19257.7,595.041
"June","2016",6,2016-06-01,2016-06-30,"VIJAYA BANK",1408,272,1413,0,46387,8966,92246,49.2416,284.652,5196502,4413057,461250,14002.9,772.194
"June","2016",6,2016-06-01,2016-06-30,"YES BANK LTD",624,1056,18884,0,739,10,682,0.0336,2.72194,1206545,2674585,769356,8923.76,1083.9
"July","2016",7,2016-07-01,2016-07-31,"ALLAHABAD BANK",807,410,10,0,0,0,0,0,0,9302086,5545099,529431,15971.6,674.275
"July","2016",7,2016-07-01,2016-07-31,"AMERICAN EXPRESS",0,0,15603,0,874724,4103,4459312,28.6093,32066.6,0,0,0,0,0
"July","2016",7,2016-07-01,2016-07-31,"ANDHRA BANK",2940,791,2360,0,153312,13589,232756,63.6,543.8,19254763,15597070,1298355,48947.5,1295.5
"July","2016",7,2016-07-01,2016-07-31,"AXIS BANK LTD",3037,9972,269443,0,2677047,98300,5913988,252.036,19736,16565284,25484831,9045422,122915,13506
"July","2016",7,2016-07-01,2016-07-31,"BANDHAN BANK",239,0,0,0,0,0,0,0,0,8138449,2800332,218872,4168.7,178.2
"July","2016",7,2016-07-01,2016-07-31,"BANK OF AMERICA",0,0,0,0,6724,104,23500,0.752905,130.609,0,0,0,0,0
"July","2016",7,2016-07-01,2016-07-31,"BANK OF BARODA",6320,4135,35307,0,120176,7349,253373,26.872,579.606,35510473,16383371,3427918,67016.7,3217.55
"July","2016",7,2016-07-01,2016-07-31,"BANK OF INDIA",3436,4371,5561,304,143316,19945,151210,111.98,387.058,38472119,26310165,3539048,58315.9,3410.44
"July","2016",7,2016-07-01,2016-07-31,"BANK OF MAHARASHTRA",1281,587,0,0,0,0,0,0,0,5851718,5962580,491851,21092.9,854.324
"July","2016",7,2016-07-01,2016-07-31,"BARCLAYS BANK PLC",0,0,0,0,0,0,0,0,0,3470,277,158,1.97519,0.554843
"July","2016",7,2016-07-01,2016-07-31,"CANARA BANK",5289,4498,4974,0,200890,39976,328445,196.433,801.456,33414614,19205244,3427148,76972.4,4265.92
"July","2016",7,2016-07-01,2016-07-31,"CATHOLIC SYRIAN BANK LTD",188,58,0,0,0,0,0,0,0,810815,402495,30544,1246.31,81.0193
"July","2016",7,2016-07-01,2016-07-31,"CENTRAL BANK OF INDIA",3509,1803,1339,0,108152,4335,140197,21.4113,307.168,20662104,10179718,1223679,39599.4,1557.05
"July","2016",7,2016-07-01,2016-07-31,"CITI BANK",58,500,24364,0,2404885,52867,12025637,314.901,31679.1,1598706,3073495,3252889,11905.8,6378.86
"July","2016",7,2016-07-01,2016-07-31,"CITY UNION BANK",668,673,3732,0,433,95,1613,0.196727,2.23759,1547193,1950884,434207,8165.7,484.26
"July","2016",7,2016-07-01,2016-07-31,"CORPORATION BANK",2247,847,101813,0,82236,2142,104565,11.1052,257.045,10116268,6226302,1421158,23831.1,1758.78
"July","2016",7,2016-07-01,2016-07-31,"DBS BANK",5,25,0,0,0,0,0,0,0,157400,31273,50932,110.977,76.6112
"July","2016",7,2016-07-01,2016-07-31,"DENA BANK",1272,199,0,0,0,0,0,0,0,6221883,2501608,324186,9182.37,327.766
"July","2016",7,2016-07-01,2016-07-31,"DEUTSCHE BANK LTD",13,18,0,0,0,0,0,0,0,98677,173290,128782,820.282,252.818
"July","2016",7,2016-07-01,2016-07-31,"DEVELOPMENT CREDIT BANK",166,288,792,0,5123,781,9210,3.73289,18.6295,341747,537072,135438,1896.01,202.09
"July","2016",7,2016-07-01,2016-07-31,"DHANALAKSHMI BANK LTD",190,183,719,0,7042,32,13589,0.126266,29.8515,609109,440740,54345,1746.92,116.461
"July","2016",7,2016-07-01,2016-07-31,"FEDERAL BANK LTD",1096,466,9087,0,0,0,0,0,0,5022074,4839055,1144459,23740,1738.41
"July","2016",7,2016-07-01,2016-07-31,"FIRSTRAND BANK",1,6,0,0,0,0,0,0,0,57670,22876,2401,124.854,4.51735
"July","2016",7,2016-07-01,2016-07-31,"HDFC BANK LTD",5622,6398,284777,0,7814027,179127,25196487,1041.8,73510.1,24121066,37645690,20112655,181954,27907.8
"July","2016",7,2016-07-01,2016-07-31,"HONGKONG AND SHANGHAI BKG CORPN",68,51,14130,0,446041,4115,1083805,29.5791,3339.85,440558,410942,404464,1967.03,797.864
"July","2016",7,2016-07-01,2016-07-31,"ICICI BANK LTD",4827,9359,202056,0,3876656,27126,10706103,105.673,26571.7,33989826,36035298,19338502,174040,27866.5
"July","2016",7,2016-07-01,2016-07-31,"IDBI LTD",1748,1622,17732,0,10402,278,32439,1.4,73.4,9475839,8984780,2199235,37781.7,2609.6
"July","2016",7,2016-07-01,2016-07-31,"IDFC BANK LTD",15,1,0,0,0,0,0,0,0,41999,54289,21035,172.8,27.6
"July","2016",7,2016-07-01,2016-07-31,"INDIAN BANK",2287,701,1052,0,75950,4305,123676,17.2,262.4,15461004,21128238,1995862,42078.5,2050.8
"July","2016",7,2016-07-01,2016-07-31,"INDIAN OVERSEAS BANK",2718,976,3699,0,42364,1318,32642,4.77571,78.3444,14459458,21241901,701255,37988.9,1503.14
"July","2016",7,2016-07-01,2016-07-31,"INDUSIND BANK LTD",788,1116,1432,0,475314,8503,1174239,46.0704,6842.02,2821667,2136712,789864,9100.75,1074.11
"July","2016",7,2016-07-01,2016-07-31,"JAMMU AND KASHMIR BANK",607,425,5751,0,47920,3893,67795,14.1372,165.024,3330888,3282232,45985,16371.5,147.477
"July","2016",7,2016-07-01,2016-07-31,"KARNATAKA BANK LTD",518,781,3342,0,0,0,0,0,0,3293869,3415719,642227,12508.8,813.4
"July","2016",7,2016-07-01,2016-07-31,"KARUR VYSYA BANK LTD",743,935,10547,0,0,0,0,0,0,4004235,5038724,927181,21933.1,1004.9
"July","2016",7,2016-07-01,2016-07-31,"KOTAK MAHINDRA BANK LTD",934,1102,0,0,823046,15927,1774830,70.7941,4945.37,3915102,5459131,2494538,21197.6,3593.43
"July","2016",7,2016-07-01,2016-07-31,"ORIENTAL BANK OF COMMERCE",2265,326,2737,0,0,0,0,0,0,9355097,5122417,399188,20809.7,727.871
"July","2016",7,2016-07-01,2016-07-31,"PUNJAB AND SIND BANK",1100,259,0,0,0,0,0,0,0,2359672,1191467,102446,3611.64,153.999
"July","2016",7,2016-07-01,2016-07-31,"PUNJAB NATIONAL BANK",5168,4545,23105,0,200226,7044,246137,30.084,498.534,46342213,23088140,4732150,101351,5050.27
"July","2016",7,2016-07-01,2016-07-31,"RATNAKAR BANK LIMITED",148,224,3108,0,181227,4232,483478,27.2331,2074.98,485502,330264,103726,1226.88,141.839
"July","2016",7,2016-07-01,2016-07-31,"ROYAL BANK OF SCOTLAND N V",12,5,0,0,0,0,0,0,0,92901,135981,61712,610.256,108.359
"July","2016",7,2016-07-01,2016-07-31,"SOUTH INDIAN BANK",765,532,3348,0,0,0,0,0,0,3260078,2526595,540213,9654.7,838.7
"July","2016",7,2016-07-01,2016-07-31,"STANDARD CHARTERED BANK LTD",103,138,0,0,1023878,4800,3121099,22.5269,7973.8,773776,1760619,1259795,5957.94,1866.05
"July","2016",7,2016-07-01,2016-07-31,"STATE BANK OF BIKANER AND JAIPUR",1186,784,2885,0,0,0,0,0,0,12454969,10450234,832907,24641.2,770.66
"July","2016",7,2016-07-01,2016-07-31,"STATE BANK OF HYDERABAD",1818,562,6244,0,0,0,0,0,0,16195495,19761619,1548028,43810.1,2052.91
"July","2016",7,2016-07-01,2016-07-31,"STATE BANK OF INDIA",20419,29496,310744,0,3863854,88246,11429744,408.4,29553.3,202702641,316701872,32500690,656769,39541.6
"July","2016",7,2016-07-01,2016-07-31,"STATE BANK OF MYSORE",1095,330,4957,0,0,0,0,0,0,0,7523816,608689,13847.7,941.541
"July","2016",7,2016-07-01,2016-07-31,"STATE BANK OF PATIALA",1174,342,5474,0,0,0,0,0,0,7290866,5408913,530834,13402.8,665.589
"July","2016",7,2016-07-01,2016-07-31,"STATE BANK OF TRAVANCORE",1138,595,3580,0,0,0,0,0,0,11732034,15927164,1149698,39547.6,1826.96
"July","2016",7,2016-07-01,2016-07-31,"SYNDICATE BANK",3382,377,2336,0,69644,2479,88287,10.415,172.833,12228868,10654384,632334,29364.1,889.295
"July","2016",7,2016-07-01,2016-07-31,"TAMILNAD MERCANTILE BANK LTD",427,607,2097,0,7772,0,10666,0,27.4371,971905,3384368,76753,13440.9,181.099
"July","2016",7,2016-07-01,2016-07-31,"THE LAXMI VILAS BANK LTD",330,594,2779,0,0,0,0,0,0,1070252,762595,61633,2802.1,125.36
"July","2016",7,2016-07-01,2016-07-31,"UCO BANK",2072,568,0,0,0,0,0,0,0,9015764,5202186,1074881,19311.8,1054.6
"July","2016",7,2016-07-01,2016-07-31,"UNION BANK OF INDIA",4374,2519,29798,0,151333,2493,107900,11.3961,468.842,17533461,17269852,1091026,53594.8,1477.23
"July","2016",7,2016-07-01,2016-07-31,"UNITED BANK OF INDIA",921,1128,0,0,0,0,0,0,0,8210566,5021188,556137,19371.4,666.729
"July","2016",7,2016-07-01,2016-07-31,"VIJAYA BANK",1120,272,1463,0,46957,8740,96791,48.8669,292.54,4790889,4539980,508706,14133.4,856.063
"July","2016",7,2016-07-01,2016-07-31,"YES BANK LTD",628,1079,19318,0,3123,70,7221,0.3006,24.6477,1243373,2868367,844406,9523.12,1204.55
"August","2016",8,2016-08-01,2016-08-31,"ALLAHABAD BANK",811,407,10,0,0,0,0,0,0,9732492,5688251,570415,16043.3,692.275
"August","2016",8,2016-08-01,2016-08-31,"ANDHRA BANK",2952,796,2364,0,155278,15150,264630,69.6,622.7,19278605,16122213,1356874,51394.4,1339.3
"August","2016",8,2016-08-01,2016-08-31,"BANK OF BARODA",6263,4151,37105,0,121130,7661,257085,27.3191,584.751,36281196,18162497,3667125,72519.8,3684.76
"August","2016",8,2016-08-01,2016-08-31,"BANK OF INDIA",3436,4371,5364,300,143083,18927,163453,104.817,402.295,38894838,27895162,3764044,58703.7,3508.03
"August","2016",8,2016-08-01,2016-08-31,"BANK OF MAHARASHTRA",1282,586,0,0,0,0,0,0,0,5939274,6018827,480858,21019.2,853.41
"August","2016",8,2016-08-01,2016-08-31,"CANARA BANK",5289,4631,4959,0,204109,39186,324890,193.263,787.015,33710469,19682845,3589696,78730.6,4348.68
"August","2016",8,2016-08-01,2016-08-31,"CENTRAL BANK OF INDIA",3512,1804,1352,0,107582,4450,135127,22.621,290.777,21078976,10462136,1337451,39423.7,1632.41
"August","2016",8,2016-08-01,2016-08-31,"CORPORATION BANK",2261,849,102746,0,84268,2443,113209,12.057,276.347,10251584,6264265,1442465,23899.7,1765.52
